Timestamp,Battery_Voltage,Solar_Current,Temperature,CPU_Load,Signal_Strength,Status
01-01-2026 00:40,28.14556358429359,5.943119889349887,24.703684810889005,31,93,0
01-01-2026 00:41,27.62866113416127,5.093465497,16.73898574433324,57,95,0
01-01-2026 00:42,27.795326861160085,4.975275124,21.485712102476292,52,88,0
01-01-2026 00:43,27.952098375153255,5.476340417703236,20.82775132028946,58,94,0
01-01-2026 00:44,27.94135444197302,4.853914586064466,23.046978716816216,51,90,0
01-01-2026 00:45,28.550927112224027,5.402971044246929,18.364268008702478,45,91,0
01-01-2026 00:46,28.069673977817157,4.332907041766806,20.75053664689099,58,95,0
01-01-2026 00:47,27.515923056412174,4.8185383815017735,21.74410066502561,60,99,0
01-01-2026 00:48,28.12545440847603,5.419628167350899,24.67518402592615,38,89,0
01-01-2026 00:49,28.163699116823192,5.628079088235868,22.83046241698856,67,86,0
01-01-2026 00:50,27.96246159152658,4.690681714797603,19.041279472827846,69,91,0
01-01-2026 00:51,27.63598099767724,4.644071345512541,33.75034636274367,95,43,1
01-01-2026 00:52,28.52741640859404,5.226978572148184,24.215128381651727,66,99,0
01-01-2026 00:53,27.679034825925623,4.750786442032915,18.998062835192332,25,92,0
01-01-2026 00:54,28.19823166192478,4.892568832897842,21.803389329069073,47,98,0
01-01-2026 00:55,28.06001515871918,5.350562009894863,21.97719886868431,52,93,0
01-01-2026 00:56,28.18024316470893,4.782359127354395,21.03554235019809,66,98,0
01-01-2026 00:57,28.512057377250198,4.213829699385726,28.739379456997288,26,93,0
01-01-2026 00:58,28.16849166164231,4.479566225757647,20.968171351381127,60,97,0
01-01-2026 00:59,27.83240073188694,5.003982234288112,23.124412898419493,23,79,0
01-01-2026 01:00,28.331797682538387,4.254630740610846,20.084247199451788,37,99,0
01-01-2026 01:01,27.810670164986764,4.881135833081072,23.31936997999851,54,83,0
01-01-2026 01:02,28.04906740341858,4.443161393502403,24.176968992129837,34,94,0
01-01-2026 01:03,27.612074917595262,5.655975602746239,20.530089908134755,61,84,0
01-01-2026 01:04,27.690015631798975,5.866057037906269,21.863245461953667,66,86,0
01-01-2026 01:05,28.015416001130856,4.5767211590631725,19.761800575272815,27,93,0
01-01-2026 01:06,28.110426012574262,5.102703472015167,19.13899046987527,32,88,0
01-01-2026 01:07,27.48928281319269,4.615838507201259,24.591988581250515,23,92,0
01-01-2026 01:08,28.14918621,4.876273759178195,20.61499763529088,55,76,0
01-01-2026 01:09,27.75417130702051,5.721387731182322,15.965969178729825,64,95,0
01-01-2026 01:10,28.38390640470135,4.813324580909406,26.413390391234056,50,85,0
01-01-2026 01:11,27.89441067135265,4.885585015105154,19.994761692343484,26,94,0
01-01-2026 01:12,27.662913319135004,4.6229882931089215,21.384067390629923,28,82,0
01-01-2026 01:13,28.022741367387777,5.458475751065945,26.102266263735785,21,89,0
01-01-2026 01:14,27.72512949967638,3.694693318990389,21.64564476,44,89,0
01-01-2026 01:15,28.38068354242994,4.822881071387352,21.59165849449534,56,78,0
01-01-2026 01:16,28.00015906225993,4.9816455623458165,18.929567388623667,27,86,0
01-01-2026 01:17,27.954497013072015,4.735569068059634,17.912915750931084,62,90,0
01-01-2026 01:18,28.17754031,5.345418203092467,21.584034338509678,32,95,0
01-01-2026 01:19,27.69851576823991,5.480810914,22.907024435187235,45,97,0
01-01-2026 01:20,27.613253903401446,4.435184194848194,22.76381352052693,53,84,0
01-01-2026 01:21,28.12250547383249,5.837394661508322,20.79684729882696,46,91,0
01-01-2026 01:22,27.670098787597357,4.430696470258594,22.050644498367355,43,79,0
01-01-2026 01:23,27.669996953875163,5.515452272670337,17.406975011680082,36,97,0
01-01-2026 01:24,28.251026809366266,5.0599310794142776,23.150417551738695,41,96,0
01-01-2026 01:25,28.15751923299518,4.798519561154474,22.403514611925115,31,99,0
01-01-2026 01:26,27.623851137264126,4.8362532281296655,26.934152235457145,34,87,0
01-01-2026 01:27,27.81425919,4.986594883735875,22.018699116072618,57,83,0
01-01-2026 01:28,27.728880533216103,5.083367144745512,19.643326619634802,64,93,0
01-01-2026 01:29,28.532895789412173,4.631938259,21.87319216477795,62,93,0
01-01-2026 01:30,28.271803128271184,4.906424016928644,21.18050049996041,36,80,0
01-01-2026 01:31,27.87374654619842,4.6917308708289625,37.02719537237142,97,55,1
01-01-2026 01:32,28.172858406803048,4.513980189170451,22.067230154312966,22,91,0
01-01-2026 01:33,27.59314414422075,4.673075319016841,18.85013324736839,33,86,0
01-01-2026 01:34,27.798206154643154,4.540010146921825,17.91064177951495,49,84,0
01-01-2026 01:35,28.031458979782567,4.8319380348997925,22.65727050658254,33,80,0
01-01-2026 01:36,28.135669224743776,5.1729899621873665,25.457786352673097,56,85,0
01-01-2026 01:37,27.970762262345968,5.048284141671185,22.19836971,22,81,0
01-01-2026 01:38,28.074404053214266,5.789737911,24.033243384800517,40,82,0
01-01-2026 01:39,28.023500937985936,4.115818794512033,24.53202289,34,79,0
01-01-2026 01:40,27.950926779393306,5.187736386485676,22.66697961448667,44,84,0
01-01-2026 01:41,27.91115632234273,5.002568095409741,19.963771280346478,21,90,0
01-01-2026 01:42,27.872120538196665,5.326268136948787,22.488270212613912,40,84,0
01-01-2026 01:43,28.069581252588577,5.286586081724163,25.017682219001202,59,78,0
01-01-2026 01:44,28.123244676759835,4.934003299945929,23.324726373999784,62,95,0
01-01-2026 01:45,28.05950775019565,5.069060513942702,23.87061335707164,32,85,0
01-01-2026 01:46,27.64642088499968,4.702372314832606,20.843634395770437,41,89,0
01-01-2026 01:47,27.700321644657045,5.245471991741781,21.494115600636295,54,88,0
01-01-2026 01:48,28.11966454178442,4.248449579,21.703181722749083,43,87,0
01-01-2026 01:49,28.441501990201264,5.310730575459727,21.87165499365801,47,85,0
01-01-2026 01:50,28.045724638467625,4.990730622305556,24.919895790030896,37,93,0
01-01-2026 01:51,27.876499476256903,4.805175184867564,16.132065679154582,61,96,0
01-01-2026 01:52,28.067302136632833,4.906986720221309,22.076345761454593,51,97,0
01-01-2026 01:53,27.65895357324597,4.9363215061646475,21.801259060762863,68,86,0
01-01-2026 01:54,28.39268294696094,5.518921504192201,18.571247146389627,58,83,0
01-01-2026 01:55,28.05597824335241,6.293397465299405,23.67941804146866,38,77,0
01-01-2026 01:56,27.799162836036835,5.487948329660153,20.188749520137687,36,86,0
01-01-2026 01:57,27.949961360172136,4.773869685644097,21.10741838,24,99,0
01-01-2026 01:58,27.841889130380917,5.251912729714111,26.62195476938511,51,81,0
01-01-2026 01:59,28.393500993045052,5.269331666422993,24.52493412384764,57,96,0
01-01-2026 02:00,27.93932797316588,4.629935711021112,23.43621734786279,37,93,0
01-01-2026 02:01,28.046609723834678,4.495680281111728,22.951942336611012,21,91,0
01-01-2026 02:02,28.172117936995388,4.974687628433284,21.588299943886643,61,89,0
01-01-2026 02:03,27.777770018870637,5.323083041080574,26.998443163425254,31,93,0
01-01-2026 02:04,28.058112839840547,4.355276692959428,24.005419078600596,49,77,0
01-01-2026 02:05,28.082330670818262,4.711640852938237,20.12612521508687,22,78,0
01-01-2026 02:06,27.533776353693813,5.229060683596162,18.499744304455866,23,79,0
01-01-2026 02:07,28.075808946633284,5.0166894453082325,23.417095004973174,64,94,0
01-01-2026 02:08,27.98627138051706,5.566509448239598,21.860327175303887,53,85,0
01-01-2026 02:09,28.03898989,4.435453018369462,18.42765458263458,20,80,0
01-01-2026 02:10,28.01068891404717,5.940865973379783,23.071465414278954,25,76,0
01-01-2026 02:11,28.077750961885023,4.384803022572168,21.3274321,44,87,0
01-01-2026 02:12,28.401202967702847,4.188334512468696,23.326662313818673,54,84,0
01-01-2026 02:13,27.646147776374466,4.976434888201077,23.104350536452266,41,79,0
01-01-2026 02:14,27.897354299349875,4.546216428701596,20.479339946140403,63,75,0
01-01-2026 02:15,28.19998558868885,4.984497734382049,23.58211191106051,52,93,0
01-01-2026 02:16,28.144277760318374,4.970509248418133,20.75523729341275,50,94,0
01-01-2026 02:17,28.137821666002626,4.9216903151570275,20.91779531704757,34,81,0
01-01-2026 02:18,28.826073164702002,4.663035587121288,20.669321483446556,54,87,0
01-01-2026 02:19,28.184240657235012,5.1730624610318765,24.827436069515677,63,81,0
01-01-2026 02:20,28.339281338876507,4.8730651540931325,21.298569029864098,22,85,0
01-01-2026 02:21,27.907878382344247,5.441465948301905,25.43110795141063,56,77,0
01-01-2026 02:22,27.702126287830815,4.927851098988677,26.45871217546715,63,98,0
01-01-2026 02:23,27.90570477122991,4.614141030853364,20.153202157863877,41,93,0
01-01-2026 02:24,28.213588051403022,4.324915779262646,14.697511713257667,58,97,0
01-01-2026 02:25,28.12204835644875,4.931156227420652,24.611273858178183,37,82,0
01-01-2026 02:26,28.120975411179664,4.492318171454951,21.14507025659965,29,96,0
01-01-2026 02:27,27.935696683960863,4.460015258398089,19.83453396717002,60,87,0
01-01-2026 02:28,27.88785921435611,5.210982923658795,20.528204734617578,35,79,0
01-01-2026 02:29,27.946042826712016,4.288931975534643,20.962965446584928,57,83,0
01-01-2026 02:30,28.217342635049565,5.564877351333165,25.24298272673435,35,95,0
01-01-2026 02:31,28.252218228451124,5.063886553758216,22.399778098293787,39,94,0
01-01-2026 02:32,27.698127505098633,4.982462947590015,25.20899657527034,54,93,0
01-01-2026 02:33,28.228702767829436,4.586093623779766,23.235550298196237,37,80,0
01-01-2026 02:34,27.80478363077313,5.305748918537176,21.226923190123788,60,91,0
01-01-2026 02:35,28.140676495552317,4.9988380265610415,21.024106991976858,21,98,0
01-01-2026 02:36,27.942410277261253,4.725561343,23.404021876874005,20,76,0
01-01-2026 02:37,28.469736564771694,5.079929878660636,24.051064073331773,24,83,0
01-01-2026 02:38,27.874577611305657,4.326885817824248,24.491981714252173,32,77,0
01-01-2026 02:39,28.053583552268435,4.345869147380345,21.346153721560643,22,77,0
01-01-2026 02:40,28.18197794726783,4.551925565879569,22.438014641011183,39,99,0
01-01-2026 02:41,27.737812344963135,5.139810907043886,23.460101023138314,21,81,0
01-01-2026 02:42,27.978142883371916,4.998696671277547,21.040087435157844,57,79,0
01-01-2026 02:43,27.92002453461306,5.419591706222301,19.162649915493084,27,76,0
01-01-2026 02:44,27.84585595497821,4.632004059132569,19.98432233324469,68,99,0
01-01-2026 02:45,27.86808309955503,5.229867136192537,21.397411393630037,62,86,0
01-01-2026 02:46,28.333604379441038,4.954451779041888,23.655517848050753,54,94,0
01-01-2026 02:47,27.82043478,4.622781922103629,25.147443738930257,59,81,0
01-01-2026 02:48,28.169922364801483,5.154123068285168,18.609881978163447,58,91,0
01-01-2026 02:49,28.094378500609345,4.973595256701907,20.506637465175043,62,97,0
01-01-2026 02:50,27.580905965267448,4.748352322341841,21.10534375734187,47,91,0
01-01-2026 02:51,28.155750831527932,5.0167996348576365,23.98679258076661,51,87,0
01-01-2026 02:52,27.575946037072693,4.948187845625043,20.67972366152875,43,80,0
01-01-2026 02:53,28.18842754844955,4.938524772592999,20.92566916263132,51,80,0
01-01-2026 02:54,27.847842507060747,4.83496274,18.47001855712444,39,89,0
01-01-2026 02:55,28.002510175976937,4.478020584442545,23.208518289933146,26,86,0
01-01-2026 02:56,27.611716015112098,5.029906166357949,21.596502313508612,66,76,0
01-01-2026 02:57,28.036714697081443,4.6789142505114345,20.36488741255101,54,79,0
01-01-2026 02:58,28.278085125391186,4.591868452942373,21.35121693879476,55,85,0
01-01-2026 02:59,27.757910371593212,4.903720062358957,24.817488754828158,34,79,0
01-01-2026 03:00,27.817849874156796,5.293610617668872,19.487782729200394,58,88,0
01-01-2026 03:01,28.136386307070246,5.074245403076392,19.89585092224101,45,82,0
01-01-2026 03:02,28.143885497094082,4.787543116656964,25.130631118664052,23,82,0
01-01-2026 03:03,27.269746210477447,4.771461576852857,22.189437070047145,67,77,0
01-01-2026 03:04,28.60462190913483,5.254325304875508,23.67438524177979,69,87,0
01-01-2026 03:05,28.15856605,4.041305692221104,23.004379775014215,63,79,0
01-01-2026 03:06,28.20907559873589,5.318945995679792,33.251988539873814,92,46,1
01-01-2026 03:07,27.956937866001393,4.250393690027864,21.129252202128608,31,98,0
01-01-2026 03:08,27.443393947434327,4.433836836670808,24.078895056209547,20,97,0
01-01-2026 03:09,28.20241661837507,4.794293667,24.90584141952789,56,91,0
01-01-2026 03:10,27.830443591530734,5.868049657172338,24.71047086754024,64,95,0
01-01-2026 03:11,28.163179508255002,5.670967744005707,19.03632091588079,25,98,0
01-01-2026 03:12,27.934359678921183,5.282595102318854,25.26227754461082,54,92,0
01-01-2026 03:13,28.071411813734912,5.142616951,21.105161864505888,21,81,0
01-01-2026 03:14,27.767501085577226,4.255089213,20.112426156137914,58,87,0
01-01-2026 03:15,28.25931668280368,5.062703265,21.576680758078815,21,96,0
01-01-2026 03:16,27.64348629,4.780311392576012,24.07782108812183,68,91,0
01-01-2026 03:17,28.673670827601757,4.673332266550911,23.351160460070155,28,84,0
01-01-2026 03:18,28.671384590496103,5.061921235989864,21.36153397036433,40,79,0
01-01-2026 03:19,28.489809875639953,4.811555996221321,24.09416466719494,54,78,0
01-01-2026 03:20,28.38264369573235,5.3477198183875405,22.349651451898588,62,84,0
01-01-2026 03:21,27.97463549252991,4.225618092954933,20.567571336151566,38,95,0
01-01-2026 03:22,28.34996401172416,5.030004568938393,20.229911792603765,69,88,0
01-01-2026 03:23,27.97114705051716,4.648361110594383,23.02558711105405,20,76,0
01-01-2026 03:24,27.533944737326408,4.836145668433723,21.793705660460997,43,97,0
01-01-2026 03:25,28.450960424209207,5.121850567791697,18.56123711646591,69,85,0
01-01-2026 03:26,28.33864733887675,4.5530768549559735,45.478243166059784,92,42,1
01-01-2026 03:27,27.99059826770337,5.065692855724986,20.79931242843895,46,95,0
01-01-2026 03:28,27.632444722800656,4.9150647179162945,25.980299119971985,42,84,0
01-01-2026 03:29,27.82413979702631,4.7357652539292445,18.49252503711322,39,90,0
01-01-2026 03:30,27.453656324533746,4.811771005595632,21.548228509024973,58,98,0
01-01-2026 03:31,28.283524255785395,4.938179243525229,20.250055788901932,45,87,0
01-01-2026 03:32,27.519007309940747,4.692865394974715,19.561443699056653,55,90,0
01-01-2026 03:33,28.086049261044003,5.002837790130244,20.78302320810406,45,83,0
01-01-2026 03:34,27.746891995666093,4.888729351,26.426419022592455,69,97,0
01-01-2026 03:35,27.571988966500157,4.755486985173215,22.35842542519876,43,76,0
01-01-2026 03:36,28.071506527983573,5.635936893561194,20.020729903006426,59,81,0
01-01-2026 03:37,27.89986018440639,5.166095969024648,36.29478018577285,86,57,1
01-01-2026 03:38,28.25145673162761,4.846915106950818,17.696593634130785,60,87,0
01-01-2026 03:39,27.61971841938139,5.058344172329884,20.65884213970316,64,79,0
01-01-2026 03:40,27.772805606357853,4.589271945290597,20.41578003965335,31,85,0
01-01-2026 03:41,27.283707337452732,4.825291357288567,21.439873234413785,35,81,0
01-01-2026 03:42,27.344695995301624,4.871969019824701,16.31954049891037,35,88,0
01-01-2026 03:43,28.539457722993554,4.501282436036047,21.770796012383666,44,80,0
01-01-2026 03:44,28.62507947,5.154941619197767,24.56932443786777,44,84,0
01-01-2026 03:45,28.027817861567186,4.797754919,26.057103118410488,20,97,0
01-01-2026 03:46,27.752851370228047,4.8578133330210385,17.26388463020715,64,77,0
01-01-2026 03:47,27.91046532235297,4.772512056350658,19.99651810190211,62,94,0
01-01-2026 03:48,28.26207226074591,6.1836362362572395,19.86441534756366,50,76,0
01-01-2026 03:49,27.845683294053387,4.734953939930395,22.364303568814126,35,86,0
01-01-2026 03:50,28.071290160112508,4.172529218445669,18.950568830308868,61,91,0
01-01-2026 03:51,27.996173184855625,4.360027211616465,26.205658121816704,33,98,0
01-01-2026 03:52,27.82935619897514,5.303721049078174,22.108806179214348,35,81,0
01-01-2026 03:53,27.84214217620244,5.534581076673252,21.692134276751972,69,76,0
01-01-2026 03:54,28.08799626150565,4.727281123450859,25.981784334456943,66,93,0
01-01-2026 03:55,27.70693355908377,5.511579867854185,21.95988093979163,49,97,0
01-01-2026 03:56,28.135518803687056,5.296635999937018,23.000758516246723,28,89,0
01-01-2026 03:57,27.858526312105244,4.924207947605565,20.123004316769876,26,76,0
01-01-2026 03:58,28.03821019139447,4.895821486491786,18.573744837364043,68,87,0
01-01-2026 03:59,28.415188769850566,5.072348090566261,20.474095921239424,33,84,0
01-01-2026 04:00,27.949542386431915,5.350982328861456,27.46743959736206,54,86,0
01-01-2026 04:01,28.275941302057596,5.158917826238008,23.58255237071739,37,76,0
01-01-2026 04:02,27.462390143234853,4.729276679280522,22.686337092777624,44,82,0
01-01-2026 04:03,27.858891095907822,4.9303171811894755,19.559066524537002,69,99,0
01-01-2026 04:04,28.00830658632282,5.792505382,24.278127002459613,49,76,0
01-01-2026 04:05,28.576999203761936,5.100485518918477,18.60576681421552,41,97,0
01-01-2026 04:06,27.412014375022032,5.347730170753046,18.082358875794046,40,87,0
01-01-2026 04:07,27.97113704143217,5.215953994899693,20.602782192795885,31,89,0
01-01-2026 04:08,28.437006655274878,5.109343097599081,26.88622727990362,47,98,0
01-01-2026 04:09,27.764493878419938,5.043479560006028,26.74473558098153,48,80,0
01-01-2026 04:10,27.936148356872298,5.358956250129991,20.871907679373642,24,99,0
01-01-2026 04:11,28.09952169551666,5.287456894124273,20.31450245450504,40,81,0
01-01-2026 04:12,28.055352566116834,5.105557391204619,17.899094898600552,52,83,0
01-01-2026 04:13,28.469731142636324,4.722494989780845,22.19507681380021,22,86,0
01-01-2026 04:14,28.13454214302197,5.154223522219389,22.40503188,68,90,0
01-01-2026 04:15,28.398331868654267,4.973196825412766,23.973890635492282,63,83,0
01-01-2026 04:16,27.891997492807025,4.876697635461969,24.27676878331291,51,94,0
01-01-2026 04:17,27.77784237662491,6.071510389986427,21.506445205838418,20,75,0
01-01-2026 04:18,27.93228304209411,4.384379476916869,23.39006968689896,45,91,0
01-01-2026 04:19,27.65226907198972,5.383405143622993,20.24840283038366,64,91,0
01-01-2026 04:20,28.14505350886303,4.654931622298467,23.342606333401715,21,88,0
01-01-2026 04:21,27.884236566173428,5.052478195737359,20.731919804538602,59,90,0
01-01-2026 04:22,27.798463330006758,6.027435007636074,23.148646289917345,61,93,0
01-01-2026 04:23,28.14959752,4.615052402070375,22.946253313213415,23,97,0
01-01-2026 04:24,27.656885266607713,4.710450938069094,22.17200906423766,31,80,0
01-01-2026 04:25,28.23115066415674,4.992994505,23.986349295398387,56,86,0
01-01-2026 04:26,27.85649878345259,4.661113216947455,18.074002321598286,65,89,0
01-01-2026 04:27,28.347728933228254,5.35362254,19.33770945444765,58,83,0
01-01-2026 04:28,27.88217872653113,4.786188225574682,21.324850816117415,46,99,0
01-01-2026 04:29,28.189572899967377,5.261603856059735,18.39184153081669,50,87,0
01-01-2026 04:30,28.053868712131873,4.468324347279973,20.982838713613237,46,89,0
01-01-2026 04:31,28.223170562114348,4.277267399,21.063424262306125,48,79,0
01-01-2026 04:32,28.03298406764429,4.908406008418781,25.274209466666733,58,85,0
01-01-2026 04:33,27.500980776297027,4.372596864784962,22.356334255728655,22,90,0
01-01-2026 04:34,28.30263806177264,5.607307565,24.573573940159694,30,85,0
01-01-2026 04:35,27.973695123262626,4.3880786038020005,22.754186797024296,22,94,0
01-01-2026 04:36,28.236854823206443,4.584925324931721,20.660831821919835,59,78,0
01-01-2026 04:37,28.207073943060657,5.165447954189844,22.33429201936628,56,78,0
01-01-2026 04:38,27.768011055696597,4.765454419975198,23.823565834830433,22,83,0
01-01-2026 04:39,27.72556137844741,4.392644812052959,24.983503316106454,25,82,0
01-01-2026 04:40,28.19660653,5.8159856640287835,21.669224842663915,33,95,0
01-01-2026 04:41,27.909025291176846,4.599346479,17.88122339036764,32,96,0
01-01-2026 04:42,28.28092878383995,4.921496877,17.705494356445246,45,86,0
01-01-2026 04:43,27.946539717141093,4.916322991957588,21.183968474707783,44,87,0
01-01-2026 04:44,28.307022933234485,5.284123660786631,16.155246247130066,37,82,0
01-01-2026 04:45,28.12699134526273,5.184940984268423,26.487761164342075,28,88,0
01-01-2026 04:46,28.086392498114243,4.669279584907597,23.492333078499335,52,92,0
01-01-2026 04:47,27.887796640377918,4.8696691130226775,20.41083247625689,59,93,0
01-01-2026 04:48,28.069728284218456,4.9092310265832735,19.22588101497801,52,99,0
01-01-2026 04:49,28.357855814485813,5.299583799279425,24.570297739940276,60,89,0
01-01-2026 04:50,27.983735362401003,4.532671234,24.174014926425905,83,48,1
01-01-2026 04:51,28.159352333105158,5.807244222702312,19.45443309099737,62,76,0
01-01-2026 04:52,28.01390802287491,4.696326645016223,20.085135149933272,52,92,0
01-01-2026 04:53,28.037381212823625,4.996500241297363,22.285218536435814,22,95,0
01-01-2026 04:54,28.517023227081488,4.536004224122704,23.551993597868496,36,88,0
01-01-2026 04:55,28.360519009311865,4.480736395343754,24.98168058353916,41,98,0
01-01-2026 04:56,28.023821144558717,4.650228636368951,24.612428247366754,55,82,0
01-01-2026 04:57,28.06433622638081,4.611790712934298,22.001934273086853,62,76,0
01-01-2026 04:58,27.789438848934708,4.834297190338067,24.551304934390835,52,90,0
01-01-2026 04:59,27.948108536120515,4.608413988494504,20.32250097,38,78,0
01-01-2026 05:00,28.092819336264583,5.278220968517684,17.447834963845082,59,77,0
01-01-2026 05:01,28.255184076870737,4.686806442,20.32217232072373,54,92,0
01-01-2026 05:02,28.224766269073275,4.642473802619234,19.98434871430928,59,85,0
01-01-2026 05:03,27.667222283228647,4.842812454353092,20.42003232050206,49,90,0
01-01-2026 05:04,28.29309481920359,5.3971355514785175,19.601563176895276,52,93,0
01-01-2026 05:05,27.973367896186733,5.0859504694441595,20.84722605605072,37,84,0
01-01-2026 05:06,27.70390259329674,4.960124188045012,23.550043035233944,39,90,0
01-01-2026 05:07,28.400915421229577,4.4267820920125285,26.288142756656427,33,88,0
01-01-2026 05:08,28.438983699021385,4.542916616054516,17.68663381435244,32,89,0
01-01-2026 05:09,28.07912409,4.488636024,18.78066343274814,52,92,0
01-01-2026 05:10,28.21263808057157,5.522740489468939,20.02138435317958,39,84,0
01-01-2026 05:11,28.23023476262333,5.212225249252659,23.91435469359148,26,87,0
01-01-2026 05:12,28.418731645843675,4.655351796430322,21.487631392567376,21,89,0
01-01-2026 05:13,28.218420557629518,4.7742513424697375,20.18972694224094,63,78,0
01-01-2026 05:14,27.601693516768428,4.669883929505066,23.791832519263554,41,80,0
01-01-2026 05:15,28.602942324691337,4.645655513447717,24.390975665854924,48,77,0
01-01-2026 05:16,28.319697066844014,5.184120412486473,21.953100101440924,65,79,0
01-01-2026 05:17,27.84714273841817,4.884985511686275,19.95945193344864,25,85,0
01-01-2026 05:18,27.691112478292776,5.832467097718985,22.675698918088482,66,98,0
01-01-2026 05:19,28.151444029121226,5.500143929806799,21.416829478868582,55,98,0
01-01-2026 05:20,27.916521988489727,5.523792136186689,21.39746689053635,52,94,0
01-01-2026 05:21,28.09899860619969,5.26854279,20.71899945349541,41,88,0
01-01-2026 05:22,28.223022052383477,4.830936371797124,24.312458118305223,55,80,0
01-01-2026 05:23,27.830067433600963,5.239116353811833,22.624700565816983,30,83,0
01-01-2026 05:24,27.6651676,4.860466922188537,24.589252204724076,35,94,0
01-01-2026 05:25,28.115745540361594,5.652110420291345,25.340815363695313,68,97,0
01-01-2026 05:26,27.839983643416907,5.161711753219969,34.45882311488551,97,37,1
01-01-2026 05:27,28.04382873571972,5.104944143441206,20.73380721278712,55,84,0
01-01-2026 05:28,27.59700206891132,5.050829064971803,24.60081558054946,66,87,0
01-01-2026 05:29,27.924345182657607,5.696106570944343,23.164161755695886,49,87,0
01-01-2026 05:30,28.21448557,4.426499866465286,28.508419442019097,34,76,0
01-01-2026 05:31,28.181779752294037,5.735315131067491,22.775257221236718,62,77,0
01-01-2026 05:32,27.76349260873802,4.925538477018345,23.74422009753521,61,76,0
01-01-2026 05:33,27.649520689204586,4.43754041,22.72605972824008,47,93,0
01-01-2026 05:34,28.004729106925538,4.699116107342777,21.752253520329706,25,80,0
01-01-2026 05:35,28.168309839105824,4.3396770949105665,21.353021126031084,42,92,0
01-01-2026 05:36,28.121552542057767,5.261462698234256,22.735609611646417,41,84,0
01-01-2026 05:37,27.846352046691607,4.584682819861392,23.30293937953464,29,94,0
01-01-2026 05:38,28.08934733274598,5.067467066,24.885969749111062,40,77,0
01-01-2026 05:39,28.450706641382798,5.453686812066339,22.77212639575941,27,83,0
01-01-2026 05:40,28.06154340619271,4.731193228573545,20.842777061436927,54,80,0
